ensg	biotype	symbol	chrom
ENSG00000104413	protein_coding	ESRP1	chr8
ENSG00000274701	misc_RNA	Metazoa_SRP	chr8
ENSG00000241003	processed_pseudogene	ENSG00000241003	chr8
ENSG00000253429	processed_pseudogene	ENSG00000253429	chr8
ENSG00000199701	misc_RNA	Y_RNA	chr8
ENSG00000156162	protein_coding	DPY19L4	chr8
ENSG00000254307	lncRNA	ENSG00000254307	chr8
ENSG00000164941	protein_coding	INTS8	chr8
ENSG00000175305	protein_coding	CCNE2	chr8
ENSG00000272509	lncRNA	ENSG00000272509	chr8
ENSG00000243979	processed_pseudogene	ENSG00000243979	chr8
ENSG00000156170	protein_coding	NDUFAF6	chr8
ENSG00000164938	protein_coding	TP53INP1	chr8
ENSG00000253528	processed_pseudogene	ENSG00000253528	chr8
ENSG00000287322	lncRNA	ENSG00000287322	chr8
ENSG00000200525	snRNA	RNU6-1209P	chr8
ENSG00000245080	lncRNA	MIR3150BHG	chr8
ENSG00000254248	lncRNA	ENSG00000254248	chr8
ENSG00000284147	miRNA	MIR3150B	chr8
ENSG00000283522	miRNA	MIR3150A	chr8
ENSG00000175895	protein_coding	PLEKHF2	chr8
ENSG00000300401	lncRNA	ENSG00000300401	chr8
ENSG00000305752	lncRNA	ENSG00000305752	chr8
ENSG00000305765	lncRNA	ENSG00000305765	chr8
ENSG00000253773	lncRNA	CFAP418-AS1	chr8
ENSG00000253351	lncRNA	LINC01298	chr8
ENSG00000294062	lncRNA	ENSG00000294062	chr8
ENSG00000156172	protein_coding	CFAP418	chr8
ENSG00000301251	lncRNA	ENSG00000301251	chr8
ENSG00000253945	processed_pseudogene	ENSG00000253945	chr8
ENSG00000202112	snRNA	RNU6-690P	chr8
ENSG00000301237	lncRNA	ENSG00000301237	chr8
ENSG00000254079	processed_pseudogene	SRSF3P2	chr8
ENSG00000248762	lncRNA	ENSG00000248762	chr8
ENSG00000297407	lncRNA	ENSG00000297407	chr8
ENSG00000302443	lncRNA	ENSG00000302443	chr8
ENSG00000296498	lncRNA	ENSG00000296498	chr8
ENSG00000183663	processed_pseudogene	GAPDHP30	chr8
ENSG00000271349	processed_pseudogene	ENSG00000271349	chr8
ENSG00000270131	lncRNA	ENSG00000270131	chr8
ENSG00000156466	protein_coding	GDF6	chr8
ENSG00000156467	protein_coding	UQCRB	chr8
ENSG00000254224	lncRNA	UQCRB-AS1	chr8
ENSG00000156469	protein_coding	MTERF3	chr8
ENSG00000156471	protein_coding	PTDSS1	chr8
ENSG00000199732	misc_RNA	Y_RNA	chr8
ENSG00000253105	lncRNA	ENSG00000253105	chr8
ENSG00000298183	lncRNA	ENSG00000298183	chr8
ENSG00000302579	lncRNA	ENSG00000302579	chr8
ENSG00000202095	snRNA	RNU6-1172P	chr8
ENSG00000169439	protein_coding	SDC2	chr8
ENSG00000104324	protein_coding	CPQ	chr8
ENSG00000272249	lncRNA	ENSG00000272249	chr8
ENSG00000270077	lncRNA	ENSG00000270077	chr8
ENSG00000304537	lncRNA	ENSG00000304537	chr8
ENSG00000260640	lncRNA	ENSG00000260640	chr8
ENSG00000293849	lncRNA	ENSG00000293849	chr8
ENSG00000180543	protein_coding	TSPYL5	chr8
ENSG00000299320	lncRNA	ENSG00000299320	chr8
ENSG00000306089	lncRNA	ENSG00000306089	chr8
ENSG00000301520	lncRNA	ENSG00000301520	chr8
ENSG00000207215	snoRNA	SNORD3H	chr8
ENSG00000309049	lncRNA	ENSG00000309049	chr8
ENSG00000213750	processed_pseudogene	ENSG00000213750	chr8
ENSG00000287654	lncRNA	ENSG00000287654	chr8
ENSG00000147649	protein_coding	MTDH	chr8
ENSG00000302098	lncRNA	ENSG00000302098	chr8
ENSG00000202399	misc_RNA	Y_RNA	chr8
ENSG00000104341	protein_coding	LAPTM4B	chr8
ENSG00000270682	processed_pseudogene	ENSG00000270682	chr8
ENSG00000270861	processed_pseudogene	TMEM69P1	chr8
ENSG00000253639	processed_pseudogene	SUMO2P18	chr8
ENSG00000243504	processed_pseudogene	RPS23P1	chr8
ENSG00000132561	protein_coding	MATN2	chr8
ENSG00000156482	protein_coding	RPL30	chr8
ENSG00000245970	lncRNA	RPL30-AS1	chr8
ENSG00000207067	snoRNA	SNORA72	chr8
ENSG00000288752	lncRNA	ENSG00000288752	chr8
ENSG00000252755	snRNA	RNU6-703P	chr8
ENSG00000177459	protein_coding	ERICH5	chr8
ENSG00000132541	protein_coding	RIDA	chr8
ENSG00000104356	protein_coding	POP1	chr8
ENSG00000295593	lncRNA	ENSG00000295593	chr8
ENSG00000301159	lncRNA	ENSG00000301159	chr8
ENSG00000104361	protein_coding	NIPAL2	chr8
ENSG00000252558	snRNA	RNU6-914P	chr8
ENSG00000296322	lncRNA	ENSG00000296322	chr8
ENSG00000298598	lncRNA	ENSG00000298598	chr8
ENSG00000309322	lncRNA	ENSG00000309322	chr8
ENSG00000104375	protein_coding	STK3	chr8
ENSG00000278914	TEC	ENSG00000278914	chr8
ENSG00000307810	lncRNA	ENSG00000307810	chr8
ENSG00000307833	lncRNA	ENSG00000307833	chr8
ENSG00000253468	processed_pseudogene	ENSG00000253468	chr8
ENSG00000156486	protein_coding	KCNS2	chr8
ENSG00000272321	lncRNA	ENSG00000272321	chr8
ENSG00000207378	snRNA	RNU6-748P	chr8
ENSG00000253911	lncRNA	ENSG00000253911	chr8
ENSG00000254112	processed_pseudogene	ATP5PFP3	chr8
ENSG00000240870	processed_pseudogene	RPL19P14	chr8
ENSG00000253415	processed_pseudogene	ENSG00000253415	chr8
ENSG00000254312	processed_pseudogene	MRPL57P7	chr8
ENSG00000223281	misc_RNA	RN7SKP85	chr8
ENSG00000271930	lncRNA	ENSG00000271930	chr8
ENSG00000164920	protein_coding	OSR2	chr8
ENSG00000253948	lncRNA	VPS13B-DT	chr8
ENSG00000229625	lncRNA	ENSG00000229625	chr8
ENSG00000294219	lncRNA	ENSG00000294219	chr8
ENSG00000253180	processed_pseudogene	ENSG00000253180	chr8
ENSG00000132549	protein_coding	VPS13B	chr8
ENSG00000253562	lncRNA	ENSG00000253562	chr8
ENSG00000253532	lncRNA	ENSG00000253532	chr8
ENSG00000236583	processed_pseudogene	ENSG00000236583	chr8
ENSG00000237704	processed_pseudogene	MSL3P3	chr8
ENSG00000225017	processed_pseudogene	ENSG00000225017	chr8
ENSG00000206699	misc_RNA	Y_RNA	chr8
ENSG00000207804	miRNA	MIR599	chr8
ENSG00000216069	miRNA	MIR875	chr8
ENSG00000243254	misc_RNA	RN7SL350P	chr8
ENSG00000235683	processed_pseudogene	ENSG00000235683	chr8
ENSG00000253539	lncRNA	ENSG00000253539	chr8
ENSG00000253912	processed_pseudogene	ENSG00000253912	chr8
ENSG00000164919	protein_coding	COX6C	chr8
ENSG00000287952	lncRNA	ENSG00000287952	chr8
ENSG00000132554	protein_coding	RGS22	chr8
ENSG00000212414	snoRNA	SNORD77B	chr8
ENSG00000221753	miRNA	ENSG00000221753	chr8
ENSG00000156509	protein_coding	FBXO43	chr8
ENSG00000301454	lncRNA	ENSG00000301454	chr8
ENSG00000147669	protein_coding	POLR2K	chr8
ENSG00000104450	protein_coding	SPAG1	chr8
ENSG00000202310	misc_RNA	Y_RNA	chr8
ENSG00000253299	processed_pseudogene	UFM1P3	chr8
ENSG00000199667	misc_RNA	Y_RNA	chr8
ENSG00000302563	lncRNA	ENSG00000302563	chr8
ENSG00000034677	protein_coding	RNF19A	chr8
ENSG00000253217	lncRNA	ENSG00000253217	chr8
ENSG00000253824	lncRNA	ENSG00000253824	chr8
ENSG00000265599	miRNA	MIR4471	chr8
ENSG00000253666	lncRNA	ENSG00000253666	chr8
ENSG00000297282	lncRNA	ENSG00000297282	chr8
ENSG00000186106	protein_coding	ANKRD46	chr8
ENSG00000251013	processed_pseudogene	GAPDHP62	chr8
ENSG00000174226	protein_coding	SNX31	chr8
ENSG00000253740	lncRNA	ENSG00000253740	chr8
ENSG00000310385	lncRNA	ENSG00000310385	chr8
ENSG00000252764	snRNA	RNU6-1092P	chr8
ENSG00000070756	protein_coding	PABPC1	chr8
ENSG00000289284	lncRNA	ENSG00000289284	chr8
ENSG00000284570	miRNA	MIR7705	chr8
ENSG00000310415	lncRNA	ENSG00000310415	chr8
ENSG00000293982	lncRNA	ENSG00000293982	chr8
ENSG00000221527	snRNA	RNU6ATAC41P	chr8
ENSG00000202001	misc_RNA	Y_RNA	chr8
ENSG00000306981	lncRNA	ENSG00000306981	chr8
ENSG00000242399	transcribed_processed_pseudogene	RPS20P23	chr8
ENSG00000306968	lncRNA	ENSG00000306968	chr8
ENSG00000222795	snRNA	RNU4-83P	chr8
ENSG00000296373	lncRNA	ENSG00000296373	chr8
ENSG00000212994	processed_pseudogene	RPS26P6	chr8
ENSG00000275041	misc_RNA	Metazoa_SRP	chr8
ENSG00000296388	lncRNA	ENSG00000296388	chr8
ENSG00000260368	lncRNA	ENSG00000260368	chr8
ENSG00000164924	protein_coding	YWHAZ	chr8
ENSG00000242315	misc_RNA	RN7SL685P	chr8
ENSG00000302534	lncRNA	ENSG00000302534	chr8
ENSG00000248599	lncRNA	SLEAR	chr8
ENSG00000308805	lncRNA	ENSG00000308805	chr8
ENSG00000253395	lncRNA	LINC03044	chr8
ENSG00000253355	lncRNA	LINC03090	chr8
ENSG00000202360	misc_RNA	RN7SKP249	chr8
ENSG00000297280	lncRNA	ENSG00000297280	chr8
ENSG00000261087	lncRNA	ZNNT1	chr8
ENSG00000120963	protein_coding	ZNF706	chr8
ENSG00000271882	lncRNA	ENSG00000271882	chr8
ENSG00000253942	processed_pseudogene	ENSG00000253942	chr8
ENSG00000305199	lncRNA	ENSG00000305199	chr8
ENSG00000253679	lncRNA	LINC02844	chr8
ENSG00000287479	lncRNA	ENSG00000287479	chr8
ENSG00000253282	lncRNA	ENSG00000253282	chr8
ENSG00000297846	lncRNA	ENSG00000297846	chr8
ENSG00000239115	snRNA	RNU7-67P	chr8
ENSG00000297795	lncRNA	ENSG00000297795	chr8
ENSG00000293064	lncRNA	ENSG00000293064	chr8
ENSG00000271560	processed_pseudogene	ENSG00000271560	chr8
ENSG00000254063	unprocessed_pseudogene	DUXAP2	chr8
ENSG00000228224	transcribed_processed_pseudogene	NACA4P	chr8
ENSG00000253644	lncRNA	LINC02845	chr8
ENSG00000239211	misc_RNA	RN7SL563P	chr8
ENSG00000300803	lncRNA	ENSG00000300803	chr8
ENSG00000293625	lncRNA	ENSG00000293625	chr8
ENSG00000254084	lncRNA	ENSG00000254084	chr8
ENSG00000254024	lncRNA	GRHL2-DT	chr8
ENSG00000298096	lncRNA	ENSG00000298096	chr8
ENSG00000083307	protein_coding	GRHL2	chr8
ENSG00000253991	processed_pseudogene	ENSG00000253991	chr8
ENSG00000253153	processed_pseudogene	ENSG00000253153	chr8
ENSG00000104490	protein_coding	NCALD	chr8
ENSG00000253629	lncRNA	ENSG00000253629	chr8
ENSG00000238372	snoRNA	ENSG00000238372	chr8
ENSG00000282989	processed_pseudogene	PDCL3P2	chr8
ENSG00000310411	lncRNA	ENSG00000310411	chr8
ENSG00000310398	lncRNA	ENSG00000310398	chr8
ENSG00000310378	lncRNA	ENSG00000310378	chr8
ENSG00000266756	miRNA	MIR5680	chr8
ENSG00000254492	processed_pseudogene	ENSG00000254492	chr8
ENSG00000048392	protein_coding	RRM2B	chr8
ENSG00000246263	lncRNA	UBR5-DT	chr8
ENSG00000253328	unprocessed_pseudogene	SUMO2P19	chr8
ENSG00000104517	protein_coding	UBR5	chr8
ENSG00000272037	lncRNA	ENSG00000272037	chr8
ENSG00000306471	lncRNA	ENSG00000306471	chr8
ENSG00000253923	transcribed_processed_pseudogene	ENSG00000253923	chr8
ENSG00000221387	snRNA	RNU6ATAC8P	chr8
ENSG00000271612	transcribed_processed_pseudogene	HSPE1P14	chr8
ENSG00000240724	processed_pseudogene	RPS12P15	chr8
ENSG00000253633	lncRNA	LINC03047	chr8
ENSG00000252593	snRNA	RNU6-1224P	chr8
ENSG00000297465	lncRNA	ENSG00000297465	chr8
ENSG00000297430	lncRNA	ENSG00000297430	chr8
ENSG00000155087	protein_coding	ODF1	chr8
ENSG00000253382	processed_pseudogene	POU5F1P2	chr8
ENSG00000283959	lncRNA	ENSG00000283959	chr8
ENSG00000155090	protein_coding	KLF10	chr8
ENSG00000295715	lncRNA	ENSG00000295715	chr8
ENSG00000250684	processed_pseudogene	ADI1P2	chr8
ENSG00000295699	lncRNA	ENSG00000295699	chr8
ENSG00000305354	lncRNA	ENSG00000305354	chr8
ENSG00000305379	lncRNA	ENSG00000305379	chr8
ENSG00000253669	lncRNA	GASAL1	chr8
ENSG00000297506	lncRNA	ENSG00000297506	chr8
ENSG00000155096	protein_coding	AZIN1	chr8
ENSG00000253385	lncRNA	ENSG00000253385	chr8
ENSG00000289653	protein_coding	ENSG00000289653	chr8
ENSG00000253320	lncRNA	MAILR	chr8
ENSG00000253263	lncRNA	ENSG00000253263	chr8
ENSG00000294892	lncRNA	ENSG00000294892	chr8
ENSG00000244052	processed_pseudogene	RPL5P24	chr8
ENSG00000201216	misc_RNA	Y_RNA	chr8
ENSG00000253663	processed_pseudogene	NPM1P52	chr8
ENSG00000254236	lncRNA	ENSG00000254236	chr8
ENSG00000155097	protein_coding	ATP6V1C1	chr8
ENSG00000253795	processed_pseudogene	MTND1P5	chr8
ENSG00000253556	processed_pseudogene	MTCO1P4	chr8
ENSG00000253977	processed_pseudogene	MTCO2P4	chr8
ENSG00000300837	lncRNA	ENSG00000300837	chr8
ENSG00000250929	lncRNA	LINC01181	chr8
ENSG00000236939	lncRNA	BAALC-AS2	chr8
ENSG00000164929	protein_coding	BAALC	chr8
ENSG00000247081	lncRNA	BAALC-AS1	chr8
ENSG00000265657	miRNA	MIR3151	chr8
ENSG00000253851	lncRNA	ENSG00000253851	chr8
ENSG00000296002	lncRNA	ENSG00000296002	chr8
ENSG00000164930	protein_coding	FZD6	chr8
ENSG00000286337	lncRNA	ENSG00000286337	chr8
ENSG00000164932	protein_coding	CTHRC1	chr8
ENSG00000266289	lncRNA	LINC02933	chr8
ENSG00000207399	snRNA	RNU6-1011P	chr8
ENSG00000164933	protein_coding	SLC25A32	chr8
ENSG00000285982	protein_coding	ENSG00000285982	chr8
ENSG00000164934	protein_coding	DCAF13	chr8
ENSG00000307141	lncRNA	ENSG00000307141	chr8
ENSG00000288945	lncRNA	ENSG00000288945	chr8
ENSG00000261670	lncRNA	ENSG00000261670	chr8
ENSG00000271830	lncRNA	ENSG00000271830	chr8
ENSG00000253477	lncRNA	ENSG00000253477	chr8
ENSG00000176406	protein_coding	RIMS2	chr8
ENSG00000255105	processed_pseudogene	PTMAP15	chr8
ENSG00000254644	processed_pseudogene	ENSG00000254644	chr8
ENSG00000239344	processed_pseudogene	ENSG00000239344	chr8
ENSG00000297659	lncRNA	ENSG00000297659	chr8
ENSG00000297741	lncRNA	ENSG00000297741	chr8
ENSG00000310189	lncRNA	ENSG00000310189	chr8
ENSG00000147647	protein_coding	DPYS	chr8
ENSG00000164935	protein_coding	DCSTAMP	chr8
ENSG00000310210	lncRNA	ENSG00000310210	chr8
ENSG00000179577	lncRNA	ENSG00000179577	chr8
ENSG00000294043	lncRNA	ENSG00000294043	chr8
ENSG00000279138	TEC	ENSG00000279138	chr8
ENSG00000208032	miRNA	MIR548A3	chr8
ENSG00000147650	protein_coding	LRP12	chr8
ENSG00000253454	processed_pseudogene	NDUFA5P2	chr8
ENSG00000169946	protein_coding	ZFPM2	chr8
ENSG00000283157	lncRNA	ENSG00000283157	chr8
ENSG00000243939	processed_pseudogene	ENSG00000243939	chr8
ENSG00000253997	processed_pseudogene	ENSG00000253997	chr8
ENSG00000240271	processed_pseudogene	RPL29P18	chr8
ENSG00000254041	lncRNA	LINC03084	chr8
ENSG00000253318	processed_pseudogene	TMCC1P1	chr8
ENSG00000243171	processed_pseudogene	ENSG00000243171	chr8
ENSG00000294727	lncRNA	ENSG00000294727	chr8
ENSG00000251003	lncRNA	ZFPM2-AS1	chr8
ENSG00000253420	lncRNA	ENSG00000253420	chr8
ENSG00000254141	lncRNA	ENSG00000254141	chr8
ENSG00000243601	processed_pseudogene	RPL12P24	chr8
ENSG00000253526	lncRNA	ENSG00000253526	chr8
ENSG00000201627	misc_RNA	Y_RNA	chr8
ENSG00000297690	lncRNA	ENSG00000297690	chr8
ENSG00000213708	unprocessed_pseudogene	SLC16A14P1	chr8
ENSG00000254021	lncRNA	ENSG00000254021	chr8
ENSG00000164830	protein_coding	OXR1	chr8
ENSG00000253582	lncRNA	OXR1-AS1	chr8
ENSG00000253676	processed_pseudogene	TAGLN2P1	chr8
ENSG00000251892	snRNA	RNU7-84P	chr8
ENSG00000295337	lncRNA	ENSG00000295337	chr8
ENSG00000174429	protein_coding	ABRA	chr8
ENSG00000299790	lncRNA	ENSG00000299790	chr8
ENSG00000275905	unprocessed_pseudogene	ENSG00000275905	chr8
ENSG00000287289	lncRNA	ENSG00000287289	chr8
ENSG00000304228	lncRNA	ENSG00000304228	chr8
ENSG00000254146	processed_pseudogene	HMGB1P46	chr8
ENSG00000287208	lncRNA	ENSG00000287208	chr8
ENSG00000154188	protein_coding	ANGPT1	chr8
ENSG00000286766	lncRNA	ENSG00000286766	chr8
ENSG00000248838	processed_pseudogene	PGAM1P13	chr8
ENSG00000303482	lncRNA	ENSG00000303482	chr8
ENSG00000287949	lncRNA	ENSG00000287949	chr8
ENSG00000200806	rRNA_pseudogene	RNA5SP275	chr8
ENSG00000147655	protein_coding	RSPO2	chr8
ENSG00000253228	processed_pseudogene	NRBF2P4	chr8
ENSG00000304773	lncRNA	ENSG00000304773	chr8
ENSG00000230948	processed_pseudogene	AURKBP1	chr8
ENSG00000104408	protein_coding	EIF3E	chr8
ENSG00000289094	lncRNA	ENSG00000289094	chr8
ENSG00000253754	lncRNA	ENSG00000253754	chr8
ENSG00000243287	processed_pseudogene	RPS17P14	chr8
ENSG00000104412	protein_coding	EMC2	chr8
ENSG00000253657	processed_pseudogene	ENSG00000253657	chr8
ENSG00000253949	lncRNA	ENSG00000253949	chr8
ENSG00000164841	protein_coding	TMEM74	chr8
ENSG00000253580	processed_pseudogene	TRMT10BP1	chr8
ENSG00000308266	lncRNA	ENSG00000308266	chr8
ENSG00000253796	lncRNA	ENSG00000253796	chr8
ENSG00000174417	protein_coding	TRHR	chr8
ENSG00000120526	protein_coding	NUDCD1	chr8
ENSG00000250267	lncRNA	ENSG00000250267	chr8
ENSG00000120533	protein_coding	ENY2	chr8
ENSG00000205038	protein_coding	PKHD1L1	chr8
ENSG00000254185	processed_pseudogene	MAPK6P5	chr8
ENSG00000301490	lncRNA	ENSG00000301490	chr8
ENSG00000147654	protein_coding	EBAG9	chr8
ENSG00000289767	protein_coding	ENSG00000289767	chr8
ENSG00000147642	protein_coding	SYBU	chr8
ENSG00000248050	lncRNA	SYBU-AS1	chr8
ENSG00000304111	lncRNA	ENSG00000304111	chr8
ENSG00000255099	processed_pseudogene	ENSG00000255099	chr8
ENSG00000283555	snRNA	U2	chr8
ENSG00000241385	processed_pseudogene	ENSG00000241385	chr8
ENSG00000164794	protein_coding	KCNV1	chr8
ENSG00000255402	lncRNA	ENSG00000255402	chr8
ENSG00000240590	processed_pseudogene	RPSAP48	chr8
ENSG00000306390	lncRNA	ENSG00000306390	chr8
ENSG00000253956	lncRNA	ENSG00000253956	chr8
ENSG00000253107	processed_pseudogene	ENSG00000253107	chr8
ENSG00000253122	lncRNA	ENSG00000253122	chr8
ENSG00000253717	lncRNA	ENSG00000253717	chr8
ENSG00000253994	processed_pseudogene	NDUFB9P3	chr8
ENSG00000253877	lncRNA	LINC01608	chr8
ENSG00000254241	processed_pseudogene	MTCO1P47	chr8
ENSG00000301464	lncRNA	ENSG00000301464	chr8
ENSG00000253103	lncRNA	LINC01609	chr8
ENSG00000253489	lncRNA	ENSG00000253489	chr8
ENSG00000254124	processed_pseudogene	EEF1A1P37	chr8
ENSG00000253434	lncRNA	LINC02237	chr8
ENSG00000255033	transcribed_processed_pseudogene	SERPINA15P	chr8
ENSG00000253156	processed_pseudogene	H2AZP7	chr8
ENSG00000287942	lncRNA	ENSG00000287942	chr8
ENSG00000297203	lncRNA	ENSG00000297203	chr8
ENSG00000304690	lncRNA	ENSG00000304690	chr8
ENSG00000308975	lncRNA	ENSG00000308975	chr8
ENSG00000222146	snRNA	RNU4-37P	chr8
ENSG00000294306	lncRNA	ENSG00000294306	chr8
ENSG00000164796	protein_coding	CSMD3	chr8
ENSG00000286946	lncRNA	ENSG00000286946	chr8
ENSG00000230169	processed_pseudogene	RPL30P16	chr8
ENSG00000238399	miRNA	MIR2053	chr8
ENSG00000299572	lncRNA	ENSG00000299572	chr8
ENSG00000227514	transcribed_processed_pseudogene	ENSG00000227514	chr8
ENSG00000295875	lncRNA	ENSG00000295875	chr8
ENSG00000287819	lncRNA	ENSG00000287819	chr8
ENSG00000286937	lncRNA	ENSG00000286937	chr8
ENSG00000253207	lncRNA	ENSG00000253207	chr8
ENSG00000304699	lncRNA	ENSG00000304699	chr8
ENSG00000206719	misc_RNA	Y_RNA	chr8
ENSG00000300059	lncRNA	ENSG00000300059	chr8
ENSG00000299025	lncRNA	ENSG00000299025	chr8
ENSG00000299050	lncRNA	ENSG00000299050	chr8
ENSG00000304258	lncRNA	ENSG00000304258	chr8
ENSG00000301205	lncRNA	ENSG00000301205	chr8
ENSG00000254339	lncRNA	ENSG00000254339	chr8
ENSG00000301177	lncRNA	ENSG00000301177	chr8
ENSG00000253499	transcribed_processed_pseudogene	ENSG00000253499	chr8
ENSG00000307756	lncRNA	ENSG00000307756	chr8
ENSG00000302453	lncRNA	ENSG00000302453	chr8
ENSG00000253756	processed_pseudogene	CARS1P2	chr8
ENSG00000302402	lncRNA	ENSG00000302402	chr8
ENSG00000303006	lncRNA	ENSG00000303006	chr8
ENSG00000297548	lncRNA	ENSG00000297548	chr8
ENSG00000297588	lncRNA	ENSG00000297588	chr8
ENSG00000297570	lncRNA	ENSG00000297570	chr8
ENSG00000104447	protein_coding	TRPS1	chr8
ENSG00000227170	lncRNA	TRPS1-AS1	chr8
ENSG00000304557	lncRNA	ENSG00000304557	chr8
ENSG00000299498	lncRNA	ENSG00000299498	chr8
ENSG00000249917	lncRNA	LINC00536	chr8
ENSG00000199450	rRNA_pseudogene	RNA5SP276	chr8
ENSG00000287826	lncRNA	ENSG00000287826	chr8
ENSG00000253672	lncRNA	ENSG00000253672	chr8
ENSG00000305535	lncRNA	ENSG00000305535	chr8
ENSG00000305519	lncRNA	ENSG00000305519	chr8
ENSG00000303874	lncRNA	ENSG00000303874	chr8
ENSG00000304777	lncRNA	ENSG00000304777	chr8
ENSG00000147677	protein_coding	EIF3H	chr8
ENSG00000289382	lncRNA	ENSG00000289382	chr8
ENSG00000298999	lncRNA	ENSG00000298999	chr8
ENSG00000147679	protein_coding	UTP23	chr8
ENSG00000164754	protein_coding	RAD21	chr8
ENSG00000253327	lncRNA	RAD21-AS1	chr8
ENSG00000283956	miRNA	MIR3610	chr8
ENSG00000300083	lncRNA	ENSG00000300083	chr8
ENSG00000205002	protein_coding	AARD	chr8
ENSG00000300101	lncRNA	ENSG00000300101	chr8
ENSG00000300123	lncRNA	ENSG00000300123	chr8
ENSG00000164756	protein_coding	SLC30A8	chr8
ENSG00000244033	misc_RNA	RN7SL228P	chr8
ENSG00000253271	processed_pseudogene	ENSG00000253271	chr8
ENSG00000253622	lncRNA	ENSG00000253622	chr8
ENSG00000240151	misc_RNA	RN7SL826P	chr8
ENSG00000286308	lncRNA	ENSG00000286308	chr8
ENSG00000298312	lncRNA	ENSG00000298312	chr8
ENSG00000252852	snoRNA	ENSG00000252852	chr8
ENSG00000301506	lncRNA	ENSG00000301506	chr8
ENSG00000297933	lncRNA	ENSG00000297933	chr8
ENSG00000164758	protein_coding	MED30	chr8
ENSG00000239917	unprocessed_pseudogene	RPS10P16	chr8
ENSG00000307180	lncRNA	ENSG00000307180	chr8
ENSG00000297002	lncRNA	ENSG00000297002	chr8
ENSG00000302717	lncRNA	ENSG00000302717	chr8
ENSG00000182197	protein_coding	EXT1	chr8
ENSG00000302479	lncRNA	ENSG00000302479	chr8
ENSG00000296719	lncRNA	ENSG00000296719	chr8
ENSG00000177570	protein_coding	SAMD12	chr8
ENSG00000225885	lncRNA	ENSG00000225885	chr8
ENSG00000306534	lncRNA	ENSG00000306534	chr8
ENSG00000281641	lncRNA	SAMD12-AS1	chr8
ENSG00000306504	lncRNA	ENSG00000306504	chr8
ENSG00000242206	processed_pseudogene	RPS26P35	chr8
ENSG00000164761	protein_coding	TNFRSF11B	chr8
ENSG00000207334	snRNA	RNU6-12P	chr8
ENSG00000254247	processed_pseudogene	ENSG00000254247	chr8
ENSG00000184374	protein_coding	COLEC10	chr8
ENSG00000254278	lncRNA	ENSG00000254278	chr8
ENSG00000147676	protein_coding	MAL2	chr8
ENSG00000253972	lncRNA	MAL2-AS1	chr8
ENSG00000276479	miRNA	MIR548AZ	chr8
ENSG00000286282	lncRNA	ENSG00000286282	chr8
ENSG00000206776	snoRNA	ENSG00000206776	chr8
ENSG00000136999	protein_coding	CCN3	chr8
ENSG00000253398	lncRNA	ENSG00000253398	chr8
ENSG00000293774	lncRNA	ENSG00000293774	chr8
ENSG00000254037	processed_pseudogene	ENSG00000254037	chr8
ENSG00000136960	protein_coding	ENPP2	chr8
ENSG00000253495	processed_pseudogene	CYCSP23	chr8
ENSG00000201896	misc_RNA	RN7SKP153	chr8
ENSG00000064313	protein_coding	TAF2	chr8
ENSG00000286362	lncRNA	ENSG00000286362	chr8
ENSG00000310521	lncRNA	ENSG00000310521	chr8
ENSG00000136982	protein_coding	DSCC1	chr8
ENSG00000279347	TEC	ENSG00000279347	chr8
ENSG00000244642	misc_RNA	RN7SL396P	chr8
ENSG00000245330	lncRNA	DEPTOR-AS1	chr8
ENSG00000155792	protein_coding	DEPTOR	chr8
ENSG00000202356	rRNA_pseudogene	RNA5SP277	chr8
ENSG00000254343	lncRNA	ENSG00000254343	chr8
ENSG00000187955	protein_coding	COL14A1	chr8
ENSG00000305179	lncRNA	ENSG00000305179	chr8
ENSG00000172172	protein_coding	MRPL13	chr8
ENSG00000172167	protein_coding	MTBP	chr8
ENSG00000172164	protein_coding	SNTB1	chr8
ENSG00000250290	processed_pseudogene	NCAPGP1	chr8
ENSG00000305426	lncRNA	ENSG00000305426	chr8
ENSG00000248318	lncRNA	ENSG00000248318	chr8
ENSG00000272502	lncRNA	ENSG00000272502	chr8
ENSG00000302591	lncRNA	ENSG00000302591	chr8
ENSG00000253619	lncRNA	ENSG00000253619	chr8
ENSG00000309033	lncRNA	ENSG00000309033	chr8
ENSG00000271219	processed_pseudogene	ENSG00000271219	chr8
ENSG00000294187	lncRNA	ENSG00000294187	chr8
ENSG00000307799	lncRNA	ENSG00000307799	chr8
ENSG00000302156	lncRNA	ENSG00000302156	chr8
ENSG00000302196	lncRNA	ENSG00000302196	chr8
ENSG00000239872	processed_pseudogene	RPL35AP19	chr8
ENSG00000302180	lncRNA	ENSG00000302180	chr8
ENSG00000302216	lncRNA	ENSG00000302216	chr8
ENSG00000170961	protein_coding	HAS2	chr8
ENSG00000248690	lncRNA	HAS2-AS1	chr8
ENSG00000295139	lncRNA	ENSG00000295139	chr8
ENSG00000254209	lncRNA	LINC02855	chr8
ENSG00000254303	lncRNA	ENSG00000254303	chr8
ENSG00000300354	lncRNA	ENSG00000300354	chr8
ENSG00000300333	lncRNA	ENSG00000300333	chr8
ENSG00000253814	processed_pseudogene	MRPS36P3	chr8
ENSG00000306590	lncRNA	ENSG00000306590	chr8
ENSG00000305932	lncRNA	ENSG00000305932	chr8
ENSG00000305599	lncRNA	ENSG00000305599	chr8
