ensembl_id	symbol	name	type_of_gene
ENSG00000280418			
ENSG00000280419			
ENSG00000280420			
ENSG00000280422			
ENSG00000280423			
ENSG00000280424	LOC730668	dynein heavy chain -like pseudogene	pseudo
ENSG00000280425			
ENSG00000280426			
ENSG00000280429			
ENSG00000280430			
ENSG00000280431			
ENSG00000280432			
ENSG00000280433	LOC102724200	trafficking protein particle complex subunit 10-like	protein-coding
ENSG00000280434			
ENSG00000280435			
ENSG00000280436			
ENSG00000280438			
ENSG00000280439			
ENSG00000280440			
ENSG00000280441	LOC105379507	uncharacterized LOC105379507	ncRNA
ENSG00000280443			
ENSG00000280444			
ENSG00000280445			
ENSG00000280446			
ENSG00000280449			
ENSG00000280450			
ENSG00000280451			
ENSG00000280453			
ENSG00000280454			
ENSG00000280455			
ENSG00000280457	DUX4L2	double homeobox 4 like 2 (pseudogene)	pseudo
ENSG00000280466	SCARNA4	small Cajal body-specific RNA 4	
ENSG00000280474			
ENSG00000280485			
ENSG00000280486			
ENSG00000280494			
ENSG00000280496	SNORA17B	small nucleolar RNA, H/ACA box 17B	snoRNA
ENSG00000280498	SNORA16A	small nucleolar RNA, H/ACA box 16A	snoRNA
ENSG00000280502	Metazoa_SRP	Metazoan signal recognition particle RNA	
ENSG00000280511			
ENSG00000280515	SALRNA2	senescence associated long non-coding RNA 2	ncRNA
ENSG00000280537			
ENSG00000280543	ASAP1-IT2	ASAP1 intronic transcript 2	ncRNA
ENSG00000280551			
ENSG00000280554			
ENSG00000280560			
ENSG00000280561			
ENSG00000280571			
ENSG00000280580	LINC02342	long intergenic non-protein coding RNA 2342	
ENSG00000280587	LINC01348	long intergenic non-protein coding RNA 1348	ncRNA
ENSG00000280594	BTG3-AS1	BTG3 antisense RNA 1	ncRNA
ENSG00000280604			
ENSG00000280607			
ENSG00000280614			
ENSG00000280620	SCAANT1	SCA7/ATXN7 antisense RNA 1	ncRNA
ENSG00000280623	LOC124900476	endogenous retrovirus group K member 5 Gag polyprotein-like	protein-coding
ENSG00000280634	THRIL	TNF and HNRNPL related immunoregulatory long non-coding RNA	ncRNA
ENSG00000280636	LOC124900526	small nucleolar RNA SNORA43	snoRNA
ENSG00000280639	LINC02204	long intergenic non-protein coding RNA 2204	ncRNA
ENSG00000280646	RNA5SP196	RNA, 5S ribosomal pseudogene 196	pseudo
ENSG00000280649			
ENSG00000280650	KCNIP4-IT1	KCNIP4 intronic transcript 1	ncRNA
ENSG00000280655			
ENSG00000280660			
ENSG00000280665			
ENSG00000280670	CCDC163	CCDC163 homolog	protein-coding
ENSG00000280683	LINC01242	long intergenic non-protein coding RNA 1242	
ENSG00000280693	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	ncRNA
ENSG00000280703			
ENSG00000280704	SNORD3E	small nucleolar RNA, C/D box 3E	snoRNA
ENSG00000280707	HPAT5	human pluripotency-associated transcript 5	ncRNA
ENSG00000280709	LINC02203	long intergenic non-protein coding RNA 2203	ncRNA
ENSG00000280710			
ENSG00000280711	JADRR	JADE1 adjacent regulatory RNA	
ENSG00000280719	PCAT5	prostate cancer associated transcript 5	ncRNA
ENSG00000280721	LINC01943	long intergenic non-protein coding RNA 1943	ncRNA
ENSG00000280724			
ENSG00000280725	LINC00251	long intergenic non-protein coding RNA 251	ncRNA
ENSG00000280734	LINC01232	long intergenic non-protein coding RNA 1232	
ENSG00000280739	ENTPD3-AS1	ENTPD3, EIF1B and MYRIP antisense RNA 1	ncRNA
ENSG00000280744	LINC01173	long intergenic non-protein coding RNA 1173	
ENSG00000280752	LINC00850	long intergenic non-protein coding RNA 850	ncRNA
ENSG00000280757	DUX4L1	double homeobox 4 like 1 (pseudogene)	pseudo
ENSG00000280758			
ENSG00000280767			
ENSG00000280773			
ENSG00000280776	LINC01202	long intergenic non-protein coding RNA 1202	
ENSG00000280778			
ENSG00000280780	JAKMIP2-AS1	JAKMIP2 antisense RNA 1	ncRNA
ENSG00000280789	PAGR1	PAXIP1 associated glutamate rich protein 1	protein-coding
ENSG00000280798	LINC00294	long intergenic non-protein coding RNA 294	ncRNA
ENSG00000280799	DUX4L5	double homeobox 4 like 5 (pseudogene)	pseudo
ENSG00000280800			
ENSG00000280809	LINC00836	long intergenic non-protein coding RNA 836	ncRNA
ENSG00000280828			
ENSG00000280832	GSEC	G-quadruplex forming sequence containing lncRNA	ncRNA
ENSG00000280836			
ENSG00000280837	CPS1-IT1	CPS1 intronic transcript 1	ncRNA
ENSG00000280850			
ENSG00000280852			
ENSG00000280870	MIR325HG	MIR325 host gene	ncRNA
ENSG00000280878			
ENSG00000280881			
ENSG00000280890	ELDR	EGFR long non-coding downstream RNA	
ENSG00000280893			
ENSG00000280894	SNORA50D	small nucleolar RNA, H/ACA box 50D	snoRNA
ENSG00000280904			
ENSG00000280913	CTSLP3	cathepsin L pseudogene 3	pseudo
ENSG00000280916	FOXCUT	FOXC1 upstream transcript	
ENSG00000280920			
ENSG00000280924	LINC00628	long intergenic non-protein coding RNA 628	ncRNA
ENSG00000280927	CTBP1-AS	CTBP1 antisense RNA	ncRNA
ENSG00000280936			
ENSG00000280953	LINC01163	long intergenic non-protein coding RNA 1163	ncRNA
ENSG00000280958			
ENSG00000280961	TTTY3B	testis expressed transcript, Y-linked 3B	ncRNA
ENSG00000280968			
ENSG00000280969	RPS4Y2	ribosomal protein S4 Y-linked 2	protein-coding
ENSG00000280987			
ENSG00000280989	LINC00581	long intergenic non-protein coding RNA 581	ncRNA
ENSG00000280991			
ENSG00000280997	CCAT2	colon cancer associated transcript 2	ncRNA
ENSG00000281000	SNORD3D	small nucleolar RNA, C/D box 3D	snoRNA
ENSG00000281005	LINC00921	long intergenic non-protein coding RNA 921	ncRNA
ENSG00000281008			
ENSG00000281010			
ENSG00000281016			
ENSG00000281021			
ENSG00000281026	N4BP2L2-IT2	N4BPL2 intronic transcript 2	ncRNA
ENSG00000281028			
ENSG00000281039			
ENSG00000281058	DUX4L6	double homeobox 4 like 6 (pseudogene)	pseudo
ENSG00000281072			
ENSG00000281087	LOC102724737	40S ribosomal protein S8-like	protein-coding
ENSG00000281091	LL0XNC01-250H12.3	uncharacterized LL0XNC01-250H12.3	ncRNA
ENSG00000281097	LINC01395	long intergenic non-protein coding RNA 1395	ncRNA
ENSG00000281100			
ENSG00000281103	TRG-AS1	TRG antisense RNA 1	ncRNA
ENSG00000281106	TMEM272	transmembrane protein 272	protein-coding
ENSG00000281112			
ENSG00000281113			
ENSG00000281120	LOC105375366	uncharacterized LOC105375366	ncRNA
ENSG00000281128	PTENP1-AS	PTENP1 antisense RNA	ncRNA
ENSG00000281131	SCHLAP1	SWI/SNF complex antagonist associated with prostate cancer 1	ncRNA
ENSG00000281133			
ENSG00000281156	MIR3651	microRNA 3651	ncRNA
ENSG00000281159			
ENSG00000281160			
ENSG00000281162	LINC01127	long intergenic non-protein coding RNA 1127	
ENSG00000281167			
ENSG00000281179			
ENSG00000281181			
ENSG00000281183	NPTN-IT1	NPTN intronic transcript 1	ncRNA
ENSG00000281186	LINC00706	long intergenic non-protein coding RNA 706	ncRNA
ENSG00000281189	GHET1	gastric carcinoma proliferation enhancing transcript 1	ncRNA
ENSG00000281195			
ENSG00000281196	LINC00934	long intergenic non-protein coding RNA 934	ncRNA
ENSG00000281202	LINC01097	long intergenic non-protein coding RNA 1097	ncRNA
ENSG00000281207	SLFNL1-AS1	SLFNL1 antisense RNA 1	ncRNA
ENSG00000281219	LINC00254	long intergenic non-protein coding RNA 254	ncRNA
ENSG00000281228			
ENSG00000281248	LINC02536	long intergenic non-protein coding RNA 2536	
ENSG00000281264	SALRNA3	senescence associated long non-coding RNA 3	ncRNA
ENSG00000281269			
ENSG00000281295			
ENSG00000281311			
ENSG00000281327	LOC124901020	uncharacterized LOC124901020	ncRNA
ENSG00000281332	LINC00997	long intergenic non-protein coding RNA 997	
ENSG00000281333	LOC105369885	uncharacterized LOC105369885	ncRNA
ENSG00000281344	HELLPAR	HELLP associated long non-coding RNA	
ENSG00000281347	NF1P9	neurofibromin 1 pseudogene 9	
ENSG00000281348			
ENSG00000281357	ARRDC3-AS1	ARRDC3 antisense RNA 1	ncRNA
ENSG00000281358	RASSF1-AS1	RASSF1 antisense RNA 1	ncRNA
ENSG00000281365			
ENSG00000281369			
ENSG00000281371	INE2	inactivation escape 2	ncRNA
ENSG00000281376	ABALON	apoptotic BCL2L1-antisense long non-coding RNA	
ENSG00000281379	SEPTIN14P19	septin 14 pseudogene 19	
ENSG00000281383			
ENSG00000281386			
ENSG00000281392	LINC00506	long intergenic non-protein coding RNA 506	ncRNA
ENSG00000281394	SCARNA4	small Cajal body-specific RNA 4	ncRNA
ENSG00000281398	SNHG4	small nucleolar RNA host gene 4	ncRNA
ENSG00000281404	LINC01176	long intergenic non-protein coding RNA 1176	ncRNA
ENSG00000281406	BLACAT1	BLACAT1 overlapping LEMD1 locus	protein-coding
ENSG00000281420			
ENSG00000281426	MIR548BB	microRNA 548bb	ncRNA
ENSG00000281450	PANDAR	promoter of CDKN1A antisense DNA damage activated RNA	ncRNA
ENSG00000281453	TGFB2-OT1	TGFB2 overlapping transcript 1	ncRNA
ENSG00000281460			
ENSG00000281468			
ENSG00000281469			
ENSG00000281473	PISRT1	PISRT1 lncRNA	ncRNA
ENSG00000281477	LINC01955	long intergenic non-protein coding RNA 1955	ncRNA
ENSG00000281490	CICP14	capicua transcriptional repressor pseudogene 14	
ENSG00000281491	DNAJB5-DT	DNAJB5 divergent transcript	ncRNA
ENSG00000281501	SEPSECS-AS1	SEPSECS antisense RNA 1 (head to head)	
ENSG00000281508			
ENSG00000281516	LOC124900527	small Cajal body-specific RNA 4	ncRNA
ENSG00000281530			
ENSG00000281538			
ENSG00000281548	LINC00895	long intergenic non-protein coding RNA 895	
ENSG00000281550			
ENSG00000281560	LSINCT5	long stress-induced non-coding transcript 5	ncRNA
ENSG00000281566	LINC03077	long intergenic non-protein coding RNA 3077	
ENSG00000281571			
ENSG00000281591	DBET	D4Z4 binding element transcript	ncRNA
ENSG00000281593			
ENSG00000281608			
ENSG00000281613			
ENSG00000281627	DUX4L3	double homeobox 4 like 3 (pseudogene)	pseudo
ENSG00000281641	SAMD12-AS1	SAMD12 antisense RNA 1	
ENSG00000281649	EBLN3P	endogenous Bornavirus like nucleoprotein 3, pseudogene	pseudo
ENSG00000281652	DUX4L7	double homeobox 4 like 7 (pseudogene)	pseudo
ENSG00000281655			
ENSG00000281657			
ENSG00000281664	LINC00538	long intergenic non-protein coding RNA 538	ncRNA
ENSG00000281691	RBM5-AS1	RBM5 antisense RNA 1	ncRNA
ENSG00000281692	PACRG-AS1	PACRG antisense RNA 1	ncRNA
ENSG00000281696	MIR664A	microRNA 664a	ncRNA
ENSG00000281706	LINC01012	long intergenic non-protein coding RNA 1012	ncRNA
ENSG00000281708	ERC2-IT1	ERC2 intronic transcript 1	ncRNA
ENSG00000281710	LOC124906377	small nucleolar RNA U3	snoRNA
ENSG00000281720	DUX4L8	double homeobox 4 like 8 (pseudogene)	pseudo
ENSG00000281721	LINC01080	long intergenic non-protein coding RNA 1080	
ENSG00000281731	METTL14-DT	METTL14 divergent transcript	ncRNA
ENSG00000281732	TAFA5-AS1	TAFA5 antisense RNA 1	ncRNA
ENSG00000281741			
ENSG00000281756	C2-AS1	C2 antisense RNA 1	ncRNA
ENSG00000281769	LINC-ADAIN	long intergenic non-coding adipose anti-inflammatory	
ENSG00000281772			
ENSG00000281778	LINC00550	long intergenic non-protein coding RNA 550	ncRNA
ENSG00000281780	snoZ196	Small nucleolar RNA Z196/R39/R59 family	
ENSG00000281808			
ENSG00000281809	FOXF2-DT	FOXF2 divergent transcript	ncRNA
ENSG00000281825			
ENSG00000281831	HCP5B	HLA complex P5B	ncRNA
ENSG00000281832	LINC00602	long intergenic non-protein coding RNA 602	ncRNA
ENSG00000281842	MIR1291	microRNA 1291	ncRNA
ENSG00000281849			
ENSG00000281852	LINC00891	long intergenic non-protein coding RNA 891	ncRNA
ENSG00000281856			
ENSG00000281859	SNORD38B	small nucleolar RNA, C/D box 38B	snoRNA
ENSG00000281863	LOC124900561	small nucleolar RNA SNORA43	snoRNA
ENSG00000281880	PAUPAR	PAX6 upstream antisense RNA	ncRNA
ENSG00000281881			
ENSG00000281883			
ENSG00000281887	GIMAP1-GIMAP5	GIMAP1-GIMAP5 readthrough	protein-coding
ENSG00000281896			
ENSG00000281899			
ENSG00000281903	ASMER1	adipocyte associated metabolic related lncRNA 1	ncRNA
ENSG00000281904			
ENSG00000281909	HERC2P7	HERC2 pseudogene 7	
ENSG00000281910	SNORA50A	small nucleolar RNA, H/ACA box 50A	snoRNA
ENSG00000281912	LINC01144	long intergenic non-protein coding RNA 1144	ncRNA
ENSG00000281920			
ENSG00000281937			
ENSG00000281938			
ENSG00000281941			
ENSG00000281955			
ENSG00000281958	TRBJ1-4	T cell receptor beta joining 1-4	other
ENSG00000281961			
ENSG00000281969			
ENSG00000281974			
ENSG00000281990	IGHV1-69-2	immunoglobulin heavy variable 1-69-2	other
ENSG00000281991	TMEM265	transmembrane protein 265	protein-coding
ENSG00000282012	LOC124905092	uncharacterized LOC124905092	ncRNA
ENSG00000282021			
ENSG00000282022			
ENSG00000282024			
ENSG00000282033			
ENSG00000282034			
ENSG00000282041			
ENSG00000282048			
ENSG00000282051			
ENSG00000282057			
ENSG00000282059	CICP19	capicua transcriptional repressor pseudogene 19	
ENSG00000282080			
ENSG00000282089	IGHD3OR15-3B	immunoglobulin heavy diversity 3/OR15-3B (non-functional)	
ENSG00000282097			
ENSG00000282100	HSP90AB4P	heat shock protein 90 alpha family class B member 4, pseudogene	
ENSG00000282111			
ENSG00000282121			
ENSG00000282122	IGHV7-4-1	immunoglobulin heavy variable 7-4-1	other
ENSG00000282133	TRBJ1-3	T cell receptor beta joining 1-3	other
ENSG00000282137	OR4G3P	olfactory receptor family 4 subfamily G member 3 pseudogene	pseudo
ENSG00000282142			
ENSG00000282143			
ENSG00000282160			
ENSG00000282164	PEG13	paternally expressed 13	ncRNA
ENSG00000282173	TRBJ1-5	T cell receptor beta joining 1-5	other
ENSG00000282199			
ENSG00000282206			
ENSG00000282218			
ENSG00000282221			
ENSG00000282222			
ENSG00000282246			
ENSG00000282265			
ENSG00000282268	IGHD2OR15-2B	immunoglobulin heavy diversity 2/OR15-2B (non-functional)	
ENSG00000282277	CYP3A51P	cytochrome P450 family 3 subfamily A member 51, pseudogene	pseudo
ENSG00000282278			
ENSG00000282299			
ENSG00000282300			
ENSG00000282301	CYP3A7-CYP3A51P	CYP3A7-CYP3A51P readthrough	protein-coding
ENSG00000282304	LOC128966597	MAL-like protein	protein-coding
ENSG00000282306			
ENSG00000282308	DPRXP3	divergent-paired related homeobox pseudogene 3	pseudo
ENSG00000282317			
ENSG00000282320	TRBJ1-1	T cell receptor beta joining 1-1	other
ENSG00000282321	MTND1P7	MT-ND1 pseudogene 7	pseudo
ENSG00000282327			
ENSG00000282339			
ENSG00000282358			
ENSG00000282375	LOC401442	uncharacterized LOC401442	ncRNA
ENSG00000282381			
ENSG00000282386			
ENSG00000282390			
ENSG00000282393			
ENSG00000282408	LOC105377924	uncharacterized LOC105377924	ncRNA
ENSG00000282413			
ENSG00000282416			
ENSG00000282418			
ENSG00000282419	TEX13D	TEX13 family member D	protein-coding
ENSG00000282420	TRBJ1-2	T cell receptor beta joining 1-2	other
ENSG00000282431	TRBD1	T cell receptor beta diversity 1	other
ENSG00000282432			
ENSG00000282440			
ENSG00000282458	WASH5P	WASP family homolog 5, pseudogene	
ENSG00000282478			
ENSG00000282499	TRBV25-1	T cell receptor beta variable 25-1	other
ENSG00000282501			
ENSG00000282502	FKBP1AP4	FKBP prolyl isomerase 1A pseudogene 4	
ENSG00000282508	LINC01002	long intergenic non-protein coding RNA 1002	
ENSG00000282511	CLUHP10	clustered mitochondria homolog pseudogene 10	pseudo
ENSG00000282520	IGHD3OR15-3A	immunoglobulin heavy diversity 3/OR15-3A (non-functional)	
ENSG00000282527			
ENSG00000282535			
ENSG00000282542			
ENSG00000282556	LOC101927825	uncharacterized LOC101927825	ncRNA
ENSG00000282564	LOC124904544	uncharacterized LOC124904544	ncRNA
ENSG00000282572	FAM157D	family with sequence similarity 157 member D	ncRNA
ENSG00000282591	FAM138F	family with sequence similarity 138 member F	ncRNA
ENSG00000282599	IGHD2OR15-2A	immunoglobulin heavy diversity 2/OR15-2A (non-functional)	
ENSG00000282600	IGHV3-69-1	immunoglobulin heavy variable 3-69-1 (pseudogene)	pseudo
ENSG00000282602			
ENSG00000282608	ADORA3	adenosine A3 receptor	protein-coding
ENSG00000282625	MRPL57P8	mitochondrial ribosomal protein L57 pseudogene 8	pseudo
ENSG00000282639	IGHV3-64D	immunoglobulin heavy variable 3-64D	other
ENSG00000282651	IGHV5-10-1	immunoglobulin heavy variable 5-10-1	
ENSG00000282668			
ENSG00000282686			
ENSG00000282692			
ENSG00000282697			
ENSG00000282718			
ENSG00000282728	PGR-AS1	PGR antisense RNA 1	
ENSG00000282732			
ENSG00000282738			
ENSG00000282740	LOC124903859	uncharacterized LOC124903859	ncRNA
ENSG00000282742			
ENSG00000282757	DUXB	double homeobox B	protein-coding
ENSG00000282759			
ENSG00000282772			
ENSG00000282780	TRBJ1-6	T cell receptor beta joining 1-6	other
ENSG00000282785	MALLP1	MALL pseudogene 1	
ENSG00000282787			
ENSG00000282793	LOC124903567	uncharacterized LOC124903567	ncRNA
ENSG00000282798			
ENSG00000282804			
ENSG00000282807			
ENSG00000282815	TEX13C	TEX13 family member C	protein-coding
ENSG00000282816			
ENSG00000282826	FRG1CP	FSHD region gene 1 family member C, pseudogene	pseudo
ENSG00000282827			
ENSG00000282828			
ENSG00000282834			
ENSG00000282836			
ENSG00000282840	MSL3-DT	MSL3 divergent transcript	
ENSG00000282842	FRG2EP	FSHD region gene 2 family member E, pseudogene	
ENSG00000282843			
ENSG00000282849	LOC124900414	uncharacterized LOC124900414	ncRNA
ENSG00000282850	RHOXF1P2	Rhox homeobox family member 1 pseudogene 2	
ENSG00000282851	BISPR	BST2 interferon stimulated positive regulator	ncRNA
ENSG00000282852			
ENSG00000282855			
ENSG00000282859			
ENSG00000282860			
ENSG00000282863			
ENSG00000282864			
ENSG00000282865			
ENSG00000282870	FRG1DP	FSHD region gene 1 family member D, pseudogene	
ENSG00000282872	C1orf232	chromosome 1 open reading frame 230	protein-coding
ENSG00000282875			
ENSG00000282876			
ENSG00000282879			
ENSG00000282881	TMEM275	transmembrane protein 275	protein-coding
ENSG00000282882			
ENSG00000282885			
ENSG00000282886	PTMAP12	prothymosin alpha pseudogene 12	
ENSG00000282887			
ENSG00000282890	MIR548BAHG	MIR548BA host gene	
ENSG00000282894	DUX4L33	double homeobox 4 like 33 (pseudogene)	pseudo
ENSG00000282897			
ENSG00000282898			
ENSG00000282904	LOC107986277	uncharacterized LOC107986277	ncRNA
ENSG00000282906			
ENSG00000282907			
ENSG00000282909			
ENSG00000282911	DUX4L35	double homeobox 4 like 35 (pseudogene)	
ENSG00000282912			
ENSG00000282914			
ENSG00000282915			
ENSG00000282916	LINC02746	long intergenic non-protein coding RNA 2746	ncRNA
ENSG00000282917	CORIN-AS1	CORIN and NFXL1 antisense RNA 1	ncRNA
ENSG00000282921	CFTRP2	CFTR pseudogene 2	pseudo
ENSG00000282924			
ENSG00000282925			
ENSG00000282927			
ENSG00000282933	RHOXF1P3	Rhox homeobox family member 1 pseudogene 3	
ENSG00000282935	DUX4L34	double homeobox 4 like 34 (pseudogene)	pseudo
ENSG00000282936	LOC122526780	uncharacterized LOC122526780	protein-coding
ENSG00000282939	TRBV7-2	T cell receptor beta variable 7-2	other
ENSG00000282943	PSG11-AS1	PSG11, PSG2 and PSG5 antisense RNA 1	
ENSG00000282944	CYP4F30P	cytochrome P450 family 4 subfamily F member 30, pseudogene	pseudo
ENSG00000282946			
ENSG00000282949	PCMTD1P7	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 pseudogene 7	
ENSG00000282950			
ENSG00000282951			
ENSG00000282952			
ENSG00000282961	PRNCR1	prostate cancer associated non-coding RNA 1	ncRNA
ENSG00000282964			
ENSG00000282965			
ENSG00000282968	AGGF1P10	angiogenic factor with G-patch and FHA domains 1 pseudogene 10	
ENSG00000282973			
ENSG00000282975	LINC02034	long intergenic non-protein coding RNA 2034	
ENSG00000282977	PCBP2-OT1	PCBP2 overlapping transcript 1	ncRNA
ENSG00000282978	BTF3P16	basic transcription factor 3 pseudogene 16	
ENSG00000282980			
ENSG00000282987			
ENSG00000282988			
ENSG00000282989	PDCL3P2	PDCL3 pseudogene 2	
ENSG00000282993			
ENSG00000282994			
ENSG00000282995	FRG1EP	FSHD region gene 1 family member E, pseudogene	
ENSG00000282996	MPP7-DT	MPP7 divergent transcript	
ENSG00000282997			
ENSG00000282998			
ENSG00000283000	LINC02635	long intergenic non-protein coding RNA 2635	
ENSG00000283001			
ENSG00000283003			
ENSG00000283005	CDC27P3	cell division cycle 27 pseudogene 3	
ENSG00000283010			
ENSG00000283016	ATP5MC1P2	ATP synthase membrane subunit c locus 1 pseudogene 2	
ENSG00000283020	DUX4L37	double homeobox 4 like 37 (pseudogene)	pseudo
ENSG00000283023	FRG1GP	FSHD region gene 1 family member G, pseudogene	
ENSG00000283025	HUPCOS	hormone disturbance in PCOS associated regulator of RBPMS	ncRNA
ENSG00000283029			
ENSG00000283031			
ENSG00000283033			
ENSG00000283036	LINC01988	long intergenic non-protein coding RNA 1988	ncRNA
ENSG00000283039	KLF18	KLF transcription factor 18	protein-coding
ENSG00000283040			
ENSG00000283041	LOC729998	eukaryotic translation elongation factor 1 gamma pseudogene	pseudo
ENSG00000283043			
ENSG00000283044	LOC124904498	uncharacterized LOC124904498	ncRNA
ENSG00000283045			
ENSG00000283047	FRG1FP	FSHD region gene 1 family member F, pseudogene	
ENSG00000283050	GTF2IP12	general transcription factor IIi pseudogene 12	
ENSG00000283051	LINC01668	long intergenic non-protein coding RNA 1668	ncRNA
ENSG00000283052	LINC02456	long intergenic non-protein coding RNA 2456	
ENSG00000283053			
ENSG00000283057			
ENSG00000283058	LOC101927089	uncharacterized LOC101927089	ncRNA
ENSG00000283061			
ENSG00000283063	TRBV6-3	T cell receptor beta variable 6-3	other
ENSG00000283064	H2BC6-AS1	H2BC6 antisense RNA 1	
ENSG00000283065			
ENSG00000283069	DUX4L32	double homeobox 4 like 32 (pseudogene)	pseudo
ENSG00000283071	LBHD2	LBH domain containing 2	protein-coding
ENSG00000283072	LOC124904963	uncharacterized LOC124904963	ncRNA
ENSG00000283073			
ENSG00000283075			
ENSG00000283076			
ENSG00000283078	LOC105372705	uncharacterized LOC105372705	ncRNA
ENSG00000283083	LINC02498	long intergenic non-protein coding RNA 2498	ncRNA
ENSG00000283084			
ENSG00000283088			
ENSG00000283093	CENPVL2	centromere protein V like 2	protein-coding
ENSG00000283095			
ENSG00000283096			
ENSG00000283097			
ENSG00000283098			
ENSG00000283101	BMS1P21	BMS1 pseudogene 21	
ENSG00000283103	LOC105372480	uncharacterized LOC105372480	ncRNA
ENSG00000283108			
ENSG00000283110			
ENSG00000283117	MGC4859	uncharacterized LOC79150	ncRNA
ENSG00000283118			
ENSG00000283122	HYMAI	hydatidiform mole associated and imprinted	ncRNA
ENSG00000283123	RARRES2P11	retinoic acid receptor responder 2 pseudogene 11	
ENSG00000283125			
ENSG00000283126	MIR1297	microRNA 1297	ncRNA
ENSG00000283128			
ENSG00000283130			
ENSG00000283131	MTND2P41	MT-ND2 pseudogene 41	pseudo
ENSG00000283132	KMT2CP4	lysine methyltransferase 2C pseudogene 4	
ENSG00000283133			
ENSG00000283136	LOC124904715	uncharacterized LOC124904715	pseudo
ENSG00000283137			
ENSG00000283138			
ENSG00000283141	LINC02666	long intergenic non-protein coding RNA 2666	
ENSG00000283142			
ENSG00000283145			
ENSG00000283146	MIR548AU	microRNA 548au	ncRNA
ENSG00000283148			
ENSG00000283149			
ENSG00000283152	MIR3120	microRNA 3120	ncRNA
ENSG00000283154	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough	protein-coding
ENSG00000283155			
ENSG00000283156			
ENSG00000283157			
ENSG00000283159	MIR665	microRNA 665	ncRNA
ENSG00000283160	MIR4521	microRNA 4521	ncRNA
ENSG00000283162			
ENSG00000283164			
ENSG00000283165	MIR203B	microRNA 203b	ncRNA
ENSG00000283166	MTND2P27	MT-ND2 pseudogene 27	pseudo
ENSG00000283167			
ENSG00000283170	MIR382	microRNA 382	ncRNA
ENSG00000283172	MIR548D1	microRNA 548d-1	ncRNA
ENSG00000283174	MTCO1P38	MT-CO1 pseudogene 38	
ENSG00000283175	LOC101929130	uncharacterized LOC101929130	ncRNA
ENSG00000283176			
ENSG00000283178	LOC100289206	chromosome X open reading frame 49 pseudogene	pseudo
ENSG00000283180	MIR6767	microRNA 6767	ncRNA
ENSG00000283183	LOC105374338	uncharacterized LOC105374338	ncRNA
ENSG00000283188	MIR2052	microRNA 2052	ncRNA
ENSG00000283189			
ENSG00000283193	MIR1243	microRNA 1243	ncRNA
ENSG00000283195	IGHVII-43-1	immunoglobulin heavy variable (II)-43-1 (pseudogene)	pseudo
ENSG00000283196			
ENSG00000283197			
ENSG00000283198			
ENSG00000283199	C13orf46	chromosome 13 open reading frame 46	protein-coding
ENSG00000283200	MIR1206	microRNA 1206	ncRNA
ENSG00000283201	ZNF724	zinc finger protein 724	protein-coding
ENSG00000283202			
ENSG00000283203	MIR1246	microRNA 1246	ncRNA
ENSG00000283204	MIR4434	microRNA 4434	ncRNA
ENSG00000283205	LOC122394732	uncharacterized LOC122394732	protein-coding
ENSG00000283206	MIR941-1	microRNA 941-1	ncRNA
ENSG00000283207	MIR1255B1	microRNA 1255b-1	ncRNA
ENSG00000283208			
ENSG00000283209			
ENSG00000283210	MIR1322	microRNA 1322	ncRNA
ENSG00000283211			
ENSG00000283212	MIR642B	microRNA 642b	ncRNA
ENSG00000283213	LOC107984851	collagen alpha-1(XVI) chain	ncRNA
ENSG00000283214			
ENSG00000283215	LINC02537	long intergenic non-protein coding RNA 2537	ncRNA
ENSG00000283217			
ENSG00000283218	MIR302F	microRNA 302f	ncRNA
ENSG00000283219			
ENSG00000283221			
ENSG00000283222	MIR4433A	microRNA 4433a	ncRNA
ENSG00000283225	MIR3199-2	microRNA 3199-2	ncRNA
ENSG00000283227	SPRR5	small proline rich protein 5	protein-coding
ENSG00000283228			
ENSG00000283230			
ENSG00000283232	CYP2C23P	cytochrome P450 family 2 subfamily C member 23, pseudogene	pseudo
ENSG00000283234			
ENSG00000283235			
ENSG00000283236			
ENSG00000283237	MIR550B1	microRNA 550b-1	ncRNA
ENSG00000283238	MIR1245B	microRNA 1245b	ncRNA
ENSG00000283239	KBTBD11-OT1	KBTBD11 overlapping transcript 1	ncRNA
ENSG00000283240			
ENSG00000283242	MIR384	microRNA 384	ncRNA
ENSG00000283246	MEP1AP1	meprin A subunit alpha pseudogene 1	
ENSG00000283247	CCDC201	coiled-coil domain containing 201	protein-coding
ENSG00000283249	U6	U6 spliceosomal RNA	
ENSG00000283251			
ENSG00000283255			
ENSG00000283256	U6	U6 spliceosomal RNA	
ENSG00000283257			
ENSG00000283258			
ENSG00000283259			
ENSG00000283262	U6	U6 spliceosomal RNA	
ENSG00000283265			
ENSG00000283267	FAM237B	family with sequence similarity 237 member B	protein-coding
ENSG00000283268	TEX54	testis expressed 54	protein-coding
ENSG00000283269			
ENSG00000283270	MALLP2	MALL pseudogene 2	
ENSG00000283271	U6	U6 spliceosomal RNA	
ENSG00000283273			
ENSG00000283274	RNA5-8SP	RNA, 5.8S ribosomal pseudogene	pseudo
ENSG00000283275	MIR4275	microRNA 4275	ncRNA
