gene,expression
MID1,145
MID1IP1,474
MID2,61
MIDN,231
MIEF1,610
MIEF2,146
MIEN1,1158
MIER1,316
MIER2,97
MIER3,146
MIF,13337
MIF4GD,428
MIIP,171
MILR1,4
MIMT1,3
MINA,374
MINK1,350
MINOS1,2118
MINOS1-NBL1,6
MINPP1,358
MIOS,149
MIOX,0
MIP,0
MIPEP,142
MIPOL1,67
MIR1-1HG,0
MIR100HG,0
MIR124-2HG,1
MIR133A1HG,1
MIR137HG,0
MIR143HG,11
MIR17HG,8
MIR181A1HG,2
MIR181A2HG,5
MIR202HG,0
MIR2052HG,0
MIR205HG,19
MIR210HG,93
MIR22HG,26
MIR31HG,0
MIR325HG,0
MIR3663HG,0
MIR3976HG,0
MIR4435-2HG,527
MIR4458HG,392
MIR4500HG,0
MIR503HG,9
MIR646HG,0
MIR663AHG,0
MIR670HG,28
MIR7-3HG,681
MIR7515HG,0
MIR762HG,42
MIR99AHG,57
MIRLET7BHG,55
MIRLET7DHG,0
MIS12,291
MIS18A,52
MIS18BP1,73
MISP,123
MITD1,186
MITF,37
MIXL1,1
MKI67,7
MKKS,812
MKL1,112
MKL2,268
MKLN1,477
MKNK1,126
MKNK2,622
MKRN1,651
MKRN2,264
MKRN3,0
MKS1,68
MKX,0
MLANA,0
MLC1,1
MLEC,1135
MLF1,358
MLF2,1301
MLH1,381
MLH3,155
MLIP,101
MLIP-IT1,0
MLK4,109
MLKL,5
MLLT1,312
MLLT10,230
MLLT11,560
MLLT3,119
MLLT4,97
MLLT6,370
MLN,0
MLNR,0
MLPH,101
MLST8,341
MLX,739
MLXIP,684
MLXIPL,643
MLYCD,315
MMAA,68
MMAB,342
MMACHC,35
MMADHC,801
MMD,222
MMD2,0
MME,11
MMEL1,8
MMGT1,299
MMP1,1346
MMP10,14
MMP11,96
MMP12,0
MMP13,0
MMP14,1077
MMP15,247
MMP16,39
MMP17,8
MMP19,3
MMP2,419
MMP20,0
MMP21,0
MMP23B,15
MMP24,82
MMP25,6
MMP26,2
MMP27,0
MMP28,11
MMP3,23
MMP7,1939
MMP8,0
MMP9,185
MMRN1,83
MMRN2,76
MMS19,591
MMS22L,70
MN1,18
MNAT1,221
MND1,7
MNDA,0
MNS1,32
MNT,279
MNX1,680
MOAP1,0
MOB1A,581
MOB1B,680
MOB2,298
MOB3A,164
MOB3B,148
MOB3C,110
MOB4,636
MOBP,0
MOCOS,8
MOCS1,86
MOCS2,647
MOCS3,85
MOG,0
MOGAT2,0
MOGAT3,0
MOGS,555
MOK,71
MON1A,95
MON1B,177
MON2,297
MORC1,0
MORC2,89
MORC3,197
MORC4,60
MORF4L1,6210
MORF4L2,2554
MORN1,31
MORN2,488
MORN3,21
MORN4,245
MORN5,15
MOS,0
MOSPD1,100
MOSPD2,137
MOSPD3,351
MOV10,218
MOV10L1,0
MOXD1,35
MPC1,1115
MPC2,1445
MPDU1,555
MPDZ,118
MPEG1,48
MPG,491
MPHOSPH10,249
MPHOSPH6,337
MPHOSPH8,1103
MPHOSPH9,69
MPI,283
MPL,0
MPLKIP,586
MPND,124
MPO,2
MPP1,419
MPP2,191
MPP3,16
MPP4,0
MPP5,345
MPP6,501
MPP7,137
MPPE1,296
MPPED1,0
MPPED2,57
MPRIP,529
MPST,324
MPV17,912
MPV17L,71
MPV17L2,127
MPZ,18
MPZL1,922
MPZL2,114
MPZL3,120
MR1,219
MRAP,0
MRAP2,184
MRAS,124
MRC1,473
MRC2,110
MRE11A,109
MREG,77
MRFAP1,4647
MRFAP1L1,721
MRGBP,168
MRGPRD,0
MRGPRE,0
MRGPRF,6
MRGPRG,0
MRGPRX1,0
MRGPRX2,0
MRGPRX3,0
MRGPRX4,0
MRI1,56
MRLN,219
MRM1,68
MRO,12
MROH1,113
MROH2A,0
MROH2B,0
MROH5,0
MROH6,28
MROH7,10
MROH7-TTC4,14
MROH8,19
MROH9,0
MRPL1,346
MRPL10,379
MRPL11,466
MRPL12,635
MRPL13,572
MRPL14,628
MRPL15,296
MRPL16,218
MRPL17,1202
MRPL18,735
MRPL19,82
MRPL2,427
MRPL20,2249
MRPL21,298
MRPL22,396
MRPL23,628
MRPL24,783
MRPL27,629
MRPL28,343
MRPL3,1186
MRPL30,281
MRPL32,340
MRPL33,1431
MRPL34,427
MRPL35,329
MRPL36,353
MRPL37,456
MRPL38,80
MRPL39,116
MRPL4,261
MRPL40,809
MRPL41,1061
MRPL42,838
MRPL43,888
MRPL44,299
MRPL45,236
MRPL46,212
MRPL47,419
MRPL48,138
MRPL49,719
MRPL50,334
MRPL51,1406
MRPL52,803
MRPL53,286
MRPL54,382
MRPL55,773
MRPL57,1605
MRPL9,489
MRPS10,740
MRPS11,489
MRPS12,335
MRPS14,643
MRPS15,702
MRPS16,1312
MRPS17,355
MRPS18A,455
MRPS18B,955
MRPS18C,551
MRPS2,411
MRPS21,2502
MRPS22,280
MRPS23,668
MRPS24,1361
MRPS25,362
MRPS26,444
MRPS27,559
MRPS28,251
MRPS30,171
MRPS31,137
MRPS31P5,3
MRPS33,1493
MRPS34,906
MRPS35,606
MRPS36,593
MRPS5,487
MRPS6,353
MRPS7,893
MRPS9,277
MRRF,200
MRS2,308
MRTO4,138
MRVI1,14
MS4A1,0
MS4A10,3
MS4A12,0
MS4A13,0
MS4A14,3
MS4A15,0
MS4A2,15
MS4A3,0
MS4A4A,17
MS4A4E,0
MS4A5,0
MS4A6A,6
MS4A6E,0
MS4A7,50
MS4A8,85
MSANTD1,48
MSANTD2,51
MSANTD3,269
MSANTD3-TMEFF1,0
MSANTD4,264
MSC,136
MSGN1,0
MSH2,72
MSH3,83
MSH4,1
MSH5,35
MSH5-SAPCD1,0
MSH6,297
MSI1,124
MSI2,3098
MSL1,959
MSL2,317
MSL3,158
MSL3P1,50
MSLN,21
MSMB,17
MSMO1,964
MSMP,46
MSN,1206
MSR1,5
MSRA,98
MSRB1,415
MSRB2,645
MSRB3,67
MSS51,17
MST1,120
MST1L,121
MST1R,7
MSTN,0
MSTO1,162
MSX1,150
MSX2,5
MT1A,216
MT1B,7
MT1DP,10
MT1E,1760
MT1F,843
MT1G,1823
MT1H,230
MT1HL1,0
MT1JP,12
MT1L,211
MT1M,249
MT1X,778
MT2A,5161
MT3,0
MT4,0
MTA1,340
MTA2,139
MTA3,328
MTAP,97
MTBP,5
MTCH1,3330
MTCH2,882
MTCL1,32
MTCP1,0
MTDH,1494
MTERF1,98
MTERF2,119
MTERF3,81
MTERF4,215
MTF1,337
MTF2,156
MTFMT,119
MTFP1,132
MTFR1,248
MTFR1L,280
MTFR2,8
MTG1,393
MTG2,214
MTHFD1,184
MTHFD1L,201
MTHFD2,567
MTHFD2L,222
MTHFD2P1,2
MTHFR,66
MTHFS,493
MTHFSD,67
MTIF2,258
MTIF3,677
MTL5,72
MTM1,106
MTMR1,220
MTMR10,173
MTMR11,139
MTMR12,192
MTMR14,191
MTMR2,443
MTMR3,271
MTMR4,229
MTMR6,391
MTMR7,122
MTMR8,1
MTMR9,470
MTMR9LP,56
MTNR1A,0
MTNR1B,1
MTO1,149
MTOR,187
MTPAP,155
MTPN,841
MTR,93
MTRF1,66
MTRF1L,256
MTRR,357
MTSS1,445
MTSS1L,451
MTTP,15
MTURN,638
MTUS1,1199
MTUS2,146
MTX1,556
MTX2,341
MTX3,139
MUC1,763
MUC12,22
MUC13,3339
MUC15,5
MUC17,0
MUC19,0
MUC2,0
MUC20,229
MUC21,4
MUC22,0
MUC4,58
MUC5B,0
MUC6,0
MUC7,0
MUCL1,2
MUL1,343
MUM1,192
MUM1L1,32
MURC,1
MUS81,239
MUSK,0
MUSTN1,0
MUT,492
MUTYH,138
MVB12A,511
MVB12B,45
MVD,161
MVK,151
MVP,610
MX1,124
MX2,5
MXD1,281
MXD3,28
MXD4,450
MXI1,569
MXRA7,4522
MXRA8,149
MYADM,1412
MYADML2,0
MYB,0
MYBBP1A,92
MYBL1,7
MYBL2,4
MYBPC1,0
MYBPC2,2
MYBPH,2
MYBPHL,82
MYC,178
MYCBP,144
MYCBP2,802
MYCBPAP,1
MYCL,32
MYCNOS,0
MYCNUT,0
MYCT1,41
MYD88,318
MYDGF,3465
MYEF2,356
MYEOV,9
MYEOV2,1787
MYF5,0
MYF6,0
MYH10,766
MYH11,6
MYH13,0
MYH14,594
MYH15,2
MYH16,1
MYH2,0
MYH3,5
MYH4,0
MYH6,1
MYH7,5
MYH7B,5
MYH9,3033
MYL1,0
MYL10,4
MYL12A,2144
MYL12B,3479
MYL2,0
MYL3,0
MYL4,6
MYL5,26
MYL6,10003
MYL6B,706
MYL7,11
MYL9,354
MYLIP,357
MYLK,220
MYLK2,0
MYLK3,2
MYLK4,6
MYLPF,7
MYNN,133
MYO10,333
MYO15A,2
MYO15B,16
MYO16,24
MYO18A,45
MYO18B,1
MYO19,243
MYO1A,3
MYO1B,954
MYO1C,1237
MYO1D,1849
MYO1E,162
MYO1F,17
MYO1G,17
MYO1H,0
MYO3A,457
MYO3B,1
MYO5A,226
MYO5B,388
MYO5C,98
MYO6,680
MYO7A,17
MYO7B,2
MYO9A,119
MYO9B,128
MYOC,0
MYOCD,3
MYOD1,0
MYOF,245
MYOG,0
MYOM1,142
MYOM2,39
MYOM3,0
MYOT,1
MYOZ1,29
MYOZ2,5
MYOZ3,1
MYPN,1
MYPOP,190
MYRF,462
MYRFL,12
MYRIP,19
MYSM1,117
MYT1,100
MYT1L,57
MYZAP,117
MZB1,0
MZF1,27
MZT1,225
MZT2A,1178
MZT2B,4697
N4BP1,252
N4BP2,85
N4BP2L1,195
N4BP2L2,1081
N4BP3,43
N6AMT1,44
N6AMT2,213
NAA10,343
NAA11,0
NAA15,202
NAA16,105
NAA20,2217
NAA25,186
NAA30,268
NAA35,283
NAA38,1645
NAA40,261
NAA50,989
NAA60,458
NAAA,25
NAALAD2,1
NAALADL1,64
NAALADL2,22
NAB1,177
NAB2,151
NABP1,32
NABP2,445
NACA,6304
NACA2,23
NACAP1,380
NACC1,220
NACC2,101
NADK,248
NADK2,264
NADSYN1,43
NAE1,537
NAF1,100
NAGA,284
NAGK,420
NAGLU,425
NAGPA,61
NAGS,13
NAIF1,78
NAIP,70
NALCN,80
NAMA,6
NAMPT,1129
NANOG,4
NANOGNB,0
NANOGP8,0
NANOS1,179
NANOS2,1
NANOS3,23
NANP,105
NANS,764
NAP1L1,3339
NAP1L2,176
NAP1L3,90
NAP1L4,916
NAP1L5,558
NAP1L6,16
NAPA,1890
NAPB,202
NAPEPLD,38
NAPG,416
NAPRT,162
NAPSA,12
NAPSB,1
NARF,272
NARFL,150
NARS,860
NARS2,213
NASP,237
NAT1,26
NAT10,170
NAT14,666
NAT16,157
NAT2,1
NAT6,62
NAT8,0
NAT8L,270
NAT9,187
NATD1,15
NAV1,839
NAV2,365
NAV2-IT1,0
NAV3,33
NBAS,364
NBAT1,0
NBEA,862
NBEAL1,417
NBEAL2,230
NBL1,1194
NBN,81
NBPF1,37
NBPF11,733
NBPF14,148
NBPF15,451
NBPF19,2
NBPF22P,0
NBPF25P,81
NBPF3,479
NBPF4,0
NBPF5P,0
NBPF6,0
NBPF9,448
NBR1,987
NBR2,15
NCALD,320
NCAM1,16
NCAM2,0
NCAN,6
NCAPD2,160
NCAPD3,71
NCAPG,14
NCAPG2,37
NCAPH,2
NCAPH2,150
NCBP1,236
NCBP2,738
NCCRP1,27
NCDN,365
NCEH1,185
NCF1,0
NCF1B,1
NCF2,57
NCF4,19
NCK1,249
NCK2,363
NCKAP1,1448
NCKAP1L,19
NCKAP5,0
NCKAP5L,92
NCKIPSD,315
NCL,1727
NCLN,380
NCMAP,91
NCOA1,523
NCOA2,222
NCOA3,371
NCOA4,1254
NCOA5,287
NCOA6,294
NCOA7,629
NCOR1,540
NCOR1P1,0
NCOR2,1171
NCR1,0
NCR2,0
NCR3,1
NCR3LG1,1
NCS1,162
NCSTN,881
NDC1,140
NDC80,2
NDE1,41
NDEL1,538
NDFIP1,3360
NDFIP2,743
NDN,555
NDNF,11
NDNL2,770
NDOR1,18
NDP,0
NDRG1,1005
NDRG2,405
NDRG3,453
NDRG4,656
NDST1,464
NDST2,194
NDST3,3
NDST4,0
NDUFA1,3511
NDUFA10,734
NDUFA11,3214
NDUFA12,534
NDUFA13,2513
NDUFA2,2079
NDUFA3,1276
NDUFA4,2198
NDUFA4L2,499
NDUFA5,1526
NDUFA6,1635
NDUFA7,728
NDUFA8,637
NDUFA9,644
NDUFAB1,2295
NDUFAF1,212
NDUFAF2,641
NDUFAF3,2720
NDUFAF4,219
NDUFAF5,172
NDUFAF6,165
NDUFAF7,33
NDUFB1,1962
NDUFB10,2238
NDUFB11,2922
NDUFB2,2464
NDUFB3,1355
NDUFB4,4423
NDUFB5,926
NDUFB6,789
NDUFB7,1443
NDUFB8,2889
NDUFB9,2299
NDUFC1,1916
NDUFC2,2209
NDUFC2-KCTD14,1
NDUFS1,650
NDUFS2,893
NDUFS3,958
NDUFS4,566
NDUFS5,3949
NDUFS6,2698
NDUFS7,969
NDUFS8,1222
NDUFV1,488
NDUFV2,1507
NDUFV3,1074
NEAT1,2837
NEB,1
NEBL,764
NECAB1,5
NECAB2,25
NECAB3,80
NECAP1,877
NECAP2,421
NEDD1,201
NEDD4,36
NEDD4L,588
NEDD8,3136
NEDD8-MDP1,0
NEDD9,452
NEFH,34
NEFL,5
NEFM,782
NEGR1,105
NEGR1-IT1,0
NEIL1,86
NEIL2,289
NEIL3,0
NEK1,323
NEK10,9
NEK11,57
NEK2,7
NEK3,64
NEK4,137
NEK5,0
NEK6,67
NEK7,2
NEK8,37
NEK9,396
NELFA,301
NELFB,614
NELFCD,746
NELFE,757
NELL1,0
NELL2,5
NEMF,452
NEMP1,36
NEMP2,16
NENF,3115
NEO1,455
NES,227
NET1,183
NETO1,1
NETO2,51
NEU1,1377
NEU2,0
NEU3,94
NEU4,1
NEURL1,922
NEURL1B,45
NEURL2,54
NEURL3,193
NEURL4,74
NEUROD1,3022
NEUROD2,2
NEUROD4,0
NEUROD6,0
NEUROG1,0
NEUROG2,0
NEUROG3,1
NEXN,108
NF1,540
NF1P9,2
NF2,388
NFAM1,11
NFASC,519
NFAT5,286
NFATC1,53
NFATC2,180
NFATC2IP,298
NFATC3,342
NFATC4,254
NFE2,0
NFE2L1,1241
NFE2L2,1226
NFE2L3,38
NFE4,0
NFIA,388
NFIB,287
NFIC,2057
NFIL3,161
NFIX,10
NFKB1,538
NFKB2,170
NFKBIA,1277
NFKBIB,273
NFKBID,17
NFKBIE,126
NFKBIL1,346
NFKBIZ,444
NFRKB,11
NFS1,274
NFU1,625
NFX1,128
NFXL1,79
NFYA,129
NFYB,293
NFYC,311
NGB,0
NGDN,319
NGEF,7
NGF,10
NGFR,21
NGFRAP1,2525
NGLY1,268
NGRN,179
NHEG1,0
NHEJ1,5
NHLH1,1
NHLH2,1
NHLRC1,2
NHLRC2,224
NHLRC3,164
NHLRC4,5
NHP2,2013
NHS,18
NHSL1,3
NHSL2,627
NICN1,19
NID1,213
NID2,144
NIF3L1,218
NIFK,258
NIM1K,35
NIN,49
NINJ1,292
NINJ2,8
NINL,93
NIP7,235
NIPA1,288
NIPA2,495
NIPAL1,48
NIPAL2,111
NIPAL3,214
NIPAL4,14
NIPBL,571
NIPSNAP1,588
NIPSNAP3A,345
NIPSNAP3B,95
NISCH,541
NIT1,286
NIT2,321
NKAIN1,141
NKAIN2,0
NKAIN3,0
NKAIN4,0
NKAP,237
NKAPL,34
NKAPP1,4
NKD1,8
NKD2,11
NKG7,6
NKIRAS1,315
NKIRAS2,430
NKPD1,0
NKRF,139
NKTR,433
NKX2-1,0
NKX2-2,1212
NKX2-3,141
NKX2-5,0
NKX2-6,0
NKX2-8,0
NKX3-1,32
NKX3-2,2
NKX6-1,1778
NKX6-2,2
NKX6-3,16
NLE1,103
NLGN1,110
NLGN2,186
NLGN3,3
NLGN4X,17
NLGN4Y,59
NLK,490
NLN,82
NLRC3,23
NLRC4,0
NLRC5,38
NLRP1,4155
NLRP10,0
NLRP11,0
NLRP12,0
NLRP13,0
NLRP2,43
NLRP3,1
NLRP4,0
NLRP5,0
NLRP6,0
NLRP7,0
NLRP8,0
NLRP9,0
NLRX1,103
NMB,788
NMBR,0
NMD3,642
NME1,799
NME1-NME2,41
NME2,10
NME3,588
NME4,993
NME5,115
NME6,105
NME7,284
NME8,0
NME9,2
NMI,125
NMNAT1,107
NMNAT2,361
NMNAT3,76
NMRAL1,251
NMRK1,251
NMRK2,0
NMS,0
NMT1,701
NMT2,87
NMU,0
NMUR1,11
NMUR2,1
NNAT,4
NNMT,300
NNT,416
NOA1,251
NOB1,475
NOC2L,309
NOC3L,100
NOC4L,41
NOCT,11
NOD1,21
NOD2,0
NODAL,0
NOG,0
NOL10,325
NOL11,503
NOL12,189
NOL3,311
NOL4,706
NOL4L,149
NOL6,139
NOL7,692
NOL8,232
NOL9,172
NOLC1,545
NOM1,123
NOMO1,497
NOMO2,1
NOMO3,197
NONO,2516
NOP10,1818
NOP14,217
NOP16,519
NOP2,249
NOP56,534
NOP58,470
NOP9,232
NOS1,0
NOS1AP,5
NOS2,6
NOS2P3,0
NOS3,58
NOSIP,321
NOSTRIN,94
NOTCH1,256
NOTCH2,299
NOTCH2NL,36
NOTCH3,997
NOTCH4,199
NOTO,0
NOTUM,0
NOV,90
NOVA1,353
NOVA2,171
NOX1,0
NOX3,0
NOX4,3
NOX5,0
NOXA1,65
NOXO1,4
NOXRED1,1
NPAP1,0
NPAS1,9
NPAS2,279
NPAS3,71
NPAS4,225
NPAT,134
NPB,2
NPBWR1,0
NPBWR2,0
NPC1,272
NPC1L1,169
NPC2,2394
NPDC1,1683
NPEPL1,127
NPEPPS,662
NPFF,1
NPFFR2,4
NPHP1,85
NPHP3,122
NPHP3-ACAD11,7
NPHP4,301
NPHS1,7
NPHS2,0
NPIPA1,1
NPIPA2,1
NPIPA5,903
NPIPA7,0
NPIPB15,7
NPIPB3,1
NPIPB4,0
NPIPB5,0
NPIPB6,0
NPIPB9,1
NPL,47
NPLOC4,522
NPM1,5920
NPM2,121
NPM3,319
NPNT,627
NPPA,0
NPPB,38
NPPC,0
NPR1,76
NPR2,167
NPR3,7
NPRL2,222
NPRL3,234
NPSR1,0
NPTN,1875
NPTX1,10
NPTX2,1096
NPTXR,212
NPVF,0
NPW,42
NPY,759
NPY1R,12
NPY2R,0
NPY4R,0
NPY5R,0
NQO1,749
NQO2,365
NR0B1,654
NR0B2,152
NR1D1,311
NR1D2,406
NR1H2,272
NR1H3,108
NR1H4,6
NR1I2,0
NR1I3,0
NR2C1,121
NR2C2,287
NR2C2AP,174
NR2E1,0
NR2E3,0
NR2F1,35
NR2F2,469
NR2F6,522
NR3C1,1685
NR3C2,220
NR4A1,980
NR4A2,563
NR4A3,4
NR5A1,0
NR5A2,226
NR6A1,30
NRAP,0
NRARP,52
NRAS,510
NRAV,24
NRBF2,304
NRBP1,903
NRBP2,0
NRCAM,985
NRD1,950
NRDE2,147
NREP,547
NRF1,119
NRG1,20
NRG1-IT1,0
NRG2,33
NRG3,12
NRG4,4
NRGN,31
NRIP1,405
NRIP2,2
NRIP3,18
NRK,0
NRL,44
NRM,95
NRN1,31
NRN1L,3
NRP1,457
NRP2,286
NRROS,19
NRSN1,21
NRSN2,212
NRTN,52
NRXN1,173
NRXN2,15
NRXN3,19
NSA2,1320
NSD1,253
NSDHL,168
NSF,1092
NSFL1C,938
NSL1,201
NSMAF,179
NSMCE1,830
NSMCE2,219
NSMCE4A,122
NSMF,780
NSRP1,553
NSUN2,274
NSUN3,113
NSUN4,117
NSUN5,268
NSUN5P1,65
NSUN5P2,64
NSUN6,136
NSUN7,55
NT5C,476
NT5C1A,0
NT5C1B,0
NT5C1B-RDH14,0
NT5C2,533
NT5C3A,553
NT5C3B,600
NT5DC1,305
NT5DC2,773
NT5DC3,139
NT5DC4,1
NT5E,85
NT5M,26
NTAN1,293
NTF3,5
NTF4,0
NTHL1,155
NTM,11
NTMT1,395
NTN1,77
NTN3,0
NTN4,189
NTN5,0
NTNG1,10
NTNG2,76
NTPCR,724
NTRK1,6
NTRK2,162
NTRK3,2
NTS,11
NTSR1,0
NTSR2,0
NUAK1,252
NUAK2,145
NUB1,472
NUBP1,219
NUBP2,405
NUBPL,16
NUCB1,1558
NUCB2,2147
NUCKS1,2481
NUDC,1620
NUDCD1,95
NUDCD2,391
NUDCD3,439
NUDT1,261
NUDT10,0
NUDT11,27
NUDT12,161
NUDT13,20
NUDT14,374
NUDT15,77
NUDT16,357
NUDT16L1,500
NUDT16P1,17
NUDT18,90
NUDT19,169
NUDT2,606
NUDT21,734
NUDT22,402
NUDT3,2167
NUDT4,1670
NUDT5,501
NUDT6,47
NUDT7,109
NUDT8,47
NUDT9,629
NUF2,1
NUFIP1,69
NUFIP2,885
NUGGC,1
NUMA1,1425
NUMB,335
NUMBL,139
NUP107,126
NUP133,258
NUP153,352
NUP155,89
NUP160,83
NUP188,162
NUP205,176
NUP210,280
NUP210L,0
NUP210P1,0
NUP214,215
NUP35,183
NUP37,125
NUP43,156
NUP50,356
NUP54,175
NUP62,482
NUP62CL,43
NUP85,139
NUP88,166
NUP93,151
NUP98,426
NUPL1,399
NUPL2,159
NUPR1,502
NUPR1L,306
NUS1,883
NUSAP1,27
NUTF2,741
NUTM1,0
NUTM2A,0
NUTM2B,0
NUTM2D,5
NUTM2F,7
NVL,96
NWD1,5
NXF1,353
NXF2,0
NXF2B,0
NXF3,0
NXF4,0
NXF5,0
NXN,128
NXNL1,0
NXNL2,0
NXPE1,0
NXPE3,192
NXPE4,0
NXPH1,0
NXPH2,0
NXPH3,4
NXPH4,20
NXT1,285
NXT2,64
NYAP1,104
NYAP2,8
NYX,0
OAF,384
OARD1,452
OAS1,46
OAS2,5
OAS3,13
OASL,1
OAT,1122
OAZ1,8853
OAZ2,1678
OAZ3,18
OBFC1,290
OBP2A,0
OBP2B,0
OBSCN,18
OBSL1,244
OC90,0
OCA2,1
OCEL1,274
OCIAD1,2617
OCIAD2,1422
OCLM,0
OCLN,520
OCM,0
OCM2,0
OCRL,523
ODC1,1604
ODF1,0
ODF2,255
ODF2L,212
ODF3,0
ODF3B,32
ODF3L1,35
ODF3L2,1
ODF4,0
OFCC1,0
OFD1,225
OFD1P6Y,0
OGDH,719
OGDHL,266
OGFOD1,182
OGFOD2,103
OGFOD3,255
OGFR,363
OGFRL1,177
OGFRP1,0
OGG1,52
OGN,3
OGT,515
OIP5,1
OIT3,0
OLA1,728
OLAH,0
OLFM1,506
OLFM2,560
OLFM3,0
OLFM4,2543
OLFML1,10
OLFML2A,131
OLFML2B,65
OLFML3,23
OLIG1,16
OLIG2,0
OLIG3,4
OLMALINC,166
OLR1,1
OMA1,133
OMD,1
OMG,0
OMP,0
ONECUT1,10
ONECUT2,315
OOEP,4
OOSP2,0
OPA1,416
OPA3,151
OPALIN,0
OPCML,0
OPCML-IT1,0
OPHN1,21
OPLAH,19
OPN1LW,0
OPN1MW,0
OPN1MW2,0
OPN1MW3,0
OPN1SW,0
OPN3,60
OPN4,0
OPN5,0
OPRD1,166
OPRK1,1
OPRL1,4
OPRM1,1
OPTC,0
OPTN,431
OR10A2,0
OR10A3,0
OR10A4,0
OR10A5,0
OR10A6,0
OR10A7,0
OR10AD1,0
OR10AG1,0
OR10C1,0
OR10D3,0
OR10G2,0
OR10G3,0
OR10G4,0
OR10G6,0
OR10G7,0
OR10G8,0
OR10G9,0
OR10H1,0
OR10H2,0
OR10H3,0
OR10H4,0
OR10H5,0
OR10J1,0
OR10J3,0
OR10J5,0
OR10K1,0
OR10K2,0
OR10P1,0
OR10Q1,0
OR10R2,0
OR10S1,0
OR10T2,0
OR10V1,0
OR10W1,0
OR10X1,0
OR10Z1,0
OR11A1,0
OR11G2,0
OR11H1,0
OR11H12,0
OR11H2,0
OR11H4,0
OR11H6,0
OR11L1,0
OR12D2,0
OR12D3,0
OR13A1,0
OR13C2,0
OR13C3,0
OR13C4,0
OR13C5,0
OR13C8,0
OR13C9,0
OR13D1,0
OR13F1,0
OR13G1,0
OR13H1,0
OR13J1,0
OR14A16,0
OR14A2,0
OR14C36,0
OR14I1,0
OR14J1,0
OR14K1,0
OR1A1,0
OR1A2,0
OR1B1,0
OR1C1,0
OR1D2,0
OR1D5,0
OR1E1,0
OR1E2,0
OR1F1,1
OR1G1,0
OR1I1,0
OR1J1,0
OR1J2,0
OR1J4,0
OR1K1,0
OR1L1,0
OR1L3,0
OR1L4,0
OR1L6,0
OR1L8,0
OR1M1,0
OR1N1,0
OR1N2,0
OR1Q1,0
OR1S1,0
OR1S2,0
OR2A1,0
OR2A12,0
OR2A14,0
OR2A2,0
OR2A25,0
OR2A4,1
OR2A42,0
OR2A5,0
OR2A7,0
OR2AE1,0
OR2AG1,0
OR2AG2,0
OR2AJ1,0
OR2AK2,0
OR2AP1,0
OR2AT4,0
OR2B11,0
OR2B2,0
OR2B3,0
OR2B6,0
OR2C1,0
OR2C3,0
OR2D2,0
OR2D3,0
OR2F2,0
OR2G2,0
OR2G3,0
OR2G6,0
OR2H1,0
OR2H2,0
OR2J2,0
OR2J3,0
OR2K2,0
OR2L13,0
OR2L2,0
OR2L3,0
OR2L5,0
OR2L8,0
OR2M2,0
OR2M3,0
OR2M4,0
OR2M5,0
OR2M7,0
OR2S2,0
OR2T1,0
OR2T10,0
OR2T11,0
OR2T12,0
OR2T2,0
OR2T27,0
OR2T29,0
OR2T3,0
OR2T33,0
OR2T34,0
OR2T35,0
OR2T4,0
OR2T5,0
OR2T6,0
OR2T8,0
OR2V1,0
OR2V2,0
OR2W1,0
OR2W3,0
OR2Y1,0
OR2Z1,0
OR3A1,0
OR3A2,0
OR3A3,0
OR4A15,0
OR4A16,0
OR4A47,0
OR4A5,0
OR4B1,0
OR4C11,0
OR4C12,0
OR4C13,0
OR4C15,0
OR4C16,0
OR4C3,0
OR4C46,0
OR4C5,0
OR4C6,0
OR4D1,0
OR4D10,0
OR4D11,0
OR4D2,0
OR4D5,0
OR4D6,0
OR4D9,0
OR4E2,0
OR4F15,0
OR4F16,0
OR4F17,0
OR4F21,0
OR4F29,0
OR4F3,0
OR4F4,0
OR4F5,0
OR4F6,0
OR4K1,0
OR4K13,0
OR4K14,0
OR4K15,0
OR4K17,0
OR4K2,0
OR4K5,0
OR4L1,0
OR4M1,0
OR4M2,0
OR4N2,0
OR4N4,0
OR4N5,0
OR4P4,0
OR4Q3,0
OR4S1,0
OR4S2,0
OR4X1,0
OR4X2,0
OR51A2,0
OR51A4,0
OR51A7,0
OR51B2,0
OR51B4,0
OR51B5,0
OR51B6,0
OR51D1,0
OR51E1,2
OR51E2,4
OR51F1,0
OR51F2,0
OR51G1,0
OR51G2,0
OR51H1,0
OR51I1,0
OR51I2,0
OR51J1,0
OR51L1,0
OR51M1,0
OR51Q1,0
OR51S1,0
OR51T1,0
OR51V1,0
OR52A1,0
OR52A5,0
OR52B2,0
OR52B6,0
OR52D1,0
OR52E2,0
OR52E4,0
OR52E5,0
OR52E6,0
OR52E8,0
OR52H1,0
OR52I1,0
OR52I2,0
OR52J3,0
OR52K1,0
OR52K2,0
OR52L1,0
OR52M1,0
OR52N1,0
OR52N2,0
OR52N4,0
OR52N5,0
OR52R1,0
OR52W1,0
OR56A1,0
OR56A3,0
OR56A4,0
OR56A5,0
OR56B1,0
OR56B4,0
OR5A1,0
OR5A2,0
OR5AC2,0
OR5AK2,0
OR5AN1,0
OR5AP2,0
OR5AR1,0
OR5AS1,0
OR5AU1,0
OR5B12,0
OR5B17,0
OR5B2,0
OR5B21,0
OR5B3,0
OR5C1,0
OR5D13,0
OR5D14,0
OR5D16,0
OR5D18,0
OR5F1,0
OR5H1,0
